,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
6977,225430,ST PATRICK'S MANOR,863 CENTRAL STREET,FRAMINGHAM,MA,1701,5088798000,Middlesex,333,287.7,Medicare and Medicaid,3,3,3,3,3.40395,0.05298,40.667,0,0,0,0,5,34,33,15,3,5,3,FP
6978,145704,APOSTOLIC CHRISTIAN HOME,1102 WEST RANDOLPH,ROANOKE,IL,61561,3099232071,Woodford,60,43.4,Medicare and Medicaid,4,2,5,5,3.84373,0.02032,40,0,8,0,0,3,28,55,65,7,,5,GP
6979,115364,MONTEZUMA HEALTH CARE CENTER,506 SUMTER ST,MONTEZUMA,GA,31063,4784728168,Macon,100,61.2,Medicare and Medicaid,2,3,1,2,3.67744,0.05956,16.667,0,2,0,0,4,36,12,35,6,5,1,FP
6980,175558,THE HEALTHCARE RESORT OF LEAWOOD - IRON HORSE HLTH,5401 W 143RD STREET,LEAWOOD,KS,66224,9132493600,Johnson,70,60.5,Medicare and Medicaid,3,3,4,3,3.94907,,49.333,0,3,0,0,9,39,43,65,5,5,4,PD
6981,55531,BEACHSIDE POST ACUTE,22520 MAPLE AVENUE,TORRANCE,CA,90505,3103269131,Los Angeles,110,103,Medicare and Medicaid,3,2,5,3,3.73124,0.05461,100,2,8,0,0,3,27,31,95,3,5,5,No
6982,145839,PARK RIDGE CARE CENTER,665 BUSSE HIGHWAY,PARK RIDGE,IL,60068,8478255517,Cook,46,45.2,Medicare and Medicaid,4,4,4,3,2.64513,0.03948,27.333,0,0,0,0,8,46,43,65,3,5,4,FP
6983,15402,EL REPOSO NURSING FACILITY,260 MILNER CHAPEL ROAD,FLORENCE,AL,35634,2567572143,Lauderdale,60,58.7,Medicare and Medicaid,5,5,5,3,4.19977,0,3.333,0,0,0,0,2,3,53,34,5,5,5,GIM
6984,56192,HARBOR POST ACUTE CARE CENTER,21521 S. VERMONT AVENUE,TORRANCE,CA,90502,3103200961,Los Angeles,127,116,Medicare and Medicaid,3,2,5,3,3.86024,0.01243,,1,3,0,0,3,28,32,91,1,,5,PD
6985,45147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,1000 BROOKRIDGE LANE,MORRILTON,AR,72110,5013544585,Conway,118,65.1,Medicare and Medicaid,3,3,4,2,3.56552,0.01131,56,0,2,0,0,5,35,42,71,7,5,4,FP
6986,145785,APERION CARE MASCOUTAH,901 NORTH TENTH STREET,MASCOUTAH,IL,62258,6185662183,St. Clair,55,26.3,Medicare and Medicaid,1,1,1,4,3.81067,0.0213,188.667,0,25,3,4,6,18,14,65,8,5,1,PD
6987,56399,LA CASA VIA TRANSITIONAL CARE CENTER,1449 YGNACIO VALLEY ROAD,WALNUT CREEK,CA,94598,9259395820,Contra Costa,99,73.7,Medicare and Medicaid,4,3,4,4,4.31723,0.09749,54,0,8,1,1,9,33,44,93,9,,4,FP
6988,225556,MONT MARIE REHABILITATION & HEALTHCARE CENTER,36 LOWER WESTFIELD ROAD,HOLYOKE,MA,1040,4135386050,Hampden,84,81.9,Medicare and Medicaid,4,2,5,4,4.22885,,70.667,0,0,2,2,4,22,54,15,5,5,5,FP
6989,155671,OAKWOOD HEALTH CAMPUS,1143 23RD ST,TELL CITY,IN,47586,8125472333,Perry,98,78.8,Medicare and Medicaid,5,5,3,2,3.10001,0.06581,12,0,2,0,0,8,51,32,45,7,,3,No
6990,255279,SARDIS COMMUNITY  NH,613 EAST LEE STREET,SARDIS,MS,38666,6624872720,Panola,60,56.1,Medicare and Medicaid,3,3,3,2,3.94269,0.01278,24,1,0,1,1,6,39,32,35,7,5,3,No
6991,85037,ATLANTIC SHORES REHABILITATION & HEALTH CENTER,231 SOUTH WASHINGTON STREET,MILLSBORO,DE,19966,3029347300,Sussex,181,170.7,Medicare and Medicaid,2,2,4,2,,0.09434,111.333,7,16,1,1,3,28,42,10,7,5,4,FP
6992,55739,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,637 EAST ROMIE LANE,SALINAS,CA,93901,8314240687,Monterey,99,85.1,Medicare and Medicaid,2,2,3,2,4.52558,0.07187,110,10,18,1,1,8,25,32,97,9,,3,FP
6993,15416,ANDALUSIA MANOR,670 MOORE RD,ANDALUSIA,AL,36420,3342224544,Covington,154,130.1,Medicare and Medicaid,3,2,4,4,4.08418,0.03002,30.667,1,2,0,0,3,20,44,34,6,,4,GER
6994,225775,LEONARD FLORENCE CENTER FOR LIVING,165 CAPTAIN'S ROW,CHELSEA,MA,2150,6178870001,Suffolk,100,96,Medicare and Medicaid,5,4,5,4,6.73955,0.16714,19.333,0,0,0,0,6,47,65,25,7,5,5,PD
6995,175344,SANDPIPER HEALTHCARE & REHABILITATION CENTER LLC,5808 W 8TH STREET NORTH,WICHITA,KS,67212,3169453606,Sedgwick,134,99.7,Medicare and Medicaid,1,1,3,2,3.2612,0,146,7,11,3,4,3,1,32,65,4,,3,PD
6996,105202,APOLLO HEALTH AND REHABILITATION CENTER,1000 24TH ST N,SAINT PETERSBURG,FL,33713,7273234711,Pinellas,99,93.7,Medicare and Medicaid,2,2,3,3,3.87917,0.14746,34,0,3,1,1,7,28,33,35,9,5,3,No
6997,155289,COLONIAL OAKS HEALTH CARE CENTER,4725 S COLONIAL OAKS DR,MARION,IN,46953,7656749791,Grant,127,105.5,Medicare and Medicaid,3,3,5,1,3.48937,0.07008,41.333,0,10,0,0,7,34,51,45,8,5,5,FP
6998,105738,SOLARIS HEALTHCARE IMPERIAL,900 IMPERIAL GOLF COURSE BLVD,NAPLES,FL,34110,2395914800,Collier,113,105.1,Medicare and Medicaid,5,4,5,2,4.26109,0.15175,17.333,0,0,0,0,2,42,52,35,3,5,5,PD
6999,245612,CORNERSTONE VILLA,1000 FOREST STREET PO BOX 724,BUHL,MN,55713,2182583253,St. Louis,44,41.8,Medicare and Medicaid,2,1,4,4,4.22556,0.05603,138.5,0,2,0,0,2,12,44,55,4,5,4,PD
7000,235567,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,168 SOUTH HOWELL ST,HILLSDALE,MI,49242,5174375440,Hillsdale,39,32.5,Medicare and Medicaid,5,5,5,5,4.60921,0.09577,30,0,0,0,0,5,56,55,45,6,5,5,FP
7001,165274,NORTHERN MAHASKA SPECIALTY CARE,2401 CRESTVIEW DRIVE,OSKALOOSA,IA,52577,6416733000,Mahaska,79,64.9,Medicare and Medicaid,3,3,4,3,3.19769,0.06468,24.667,1,2,0,0,6,31,43,55,7,5,4,PD
7002,145651,RIVERSIDE REHAB & HEALTHCARE,3490 HUMBERT ROAD,ALTON,IL,62002,6184652626,Madison,180,136.1,Medicare and Medicaid,3,3,3,3,4.16963,0.06872,62.667,0,11,1,1,6,31,33,65,5,5,3,FP
7003,146155,PARK PLACE CHRISTIAN COMMUNITY,1150 EUCLID AVENUE,ELMHURST,IL,60126,6309364100,Du Page,37,34.2,Medicare and Medicaid,5,5,5,5,5.30602,0.31247,4.667,0,0,0,0,6,53,55,66,5,5,5,FP
7004,105978,GULF SHORE CARE CENTER,6767 86TH AVE N,PINELLAS PARK,FL,33782,7275485566,Pinellas,120,111.4,Medicare and Medicaid,5,4,5,3,4.0322,0.13885,12.667,0,1,0,0,7,40,53,35,7,5,5,No
7005,145807,NEWTON CARE CENTER,300 S SCOTT STREET,NEWTON,IL,62448,6187832309,Jasper,57,44.3,Medicare and Medicaid,4,4,3,2,2.90775,0.01576,22,0,0,0,0,6,49,32,65,8,5,3,No
7006,185423,EDGEWOOD ESTATES,195 BERRYMAN ROAD,FRENCHBURG,KY,40322,6067689001,Menifee,60,56,Medicare and Medicaid,2,1,2,4,4.56294,0.01661,110.333,2,1,2,2,6,15,63,45,6,5,2,FP
7007,235438,AUTUMNWOOD OF MCBAIN,220 HUGHSTON ST,MC BAIN,MI,49657,2318252990,Missaukee,95,70.6,Medicare and Medicaid,5,4,5,4,3.83406,0.05387,48.667,1,4,1,1,2,48,54,45,3,,5,FP
7008,56035,GOLDEN LIVINGCENTER - SHAFTER,140 EAST TULARE AVENUE,SHAFTER,CA,93263,6617463912,Kern,99,88.8,Medicare and Medicaid,2,2,3,2,3.58663,0.03915,110,6,7,0,0,6,25,32,90,5,,3,GP
7009,215180,COLLINGTON EPISCOPAL LIFE CARE,10450 LOTTSFORD ROAD,MITCHELLVILLE,MD,20721,3015603601,Prince Georges,44,23.9,Medicare and Medicaid,5,4,5,5,6.52808,0.6919,20.667,0,0,0,0,3,45,55,25,8,,5,FP
7010,245462,MARANATHA CARE CENTER,5409 69TH AVENUE NORTH,BROOKLYN CENTER,MN,55429,7635499600,Hennepin,97,94.2,Medicare and Medicaid,2,1,4,4,3.89893,0.1671,75,0,2,0,0,7,18,44,55,6,5,4,PD
7011,146061,BROOKDALE PLAZA LISLE SNF,1800 ROBIN LANE,LISLE,IL,60532,6303535519,Du Page,55,35.1,Medicare,3,2,4,5,5.29164,0.1971,75,0,3,3,3,6,22,45,66,6,,4,No
7012,145006,"GROVE OF FOX VALLEY,THE",1601 NORTH FARNSWORTH AVENUE,AURORA,IL,60505,6308981180,Kane,158,143.3,Medicare and Medicaid,1,2,1,3,3.12253,0.07546,76,0,17,0,0,6,21,13,65,1,5,1,PD
7013,155783,GREENLEAF HEALTH CAMPUS,1201 E BEARDSLEY AVE,ELKHART,IN,46514,5742060086,Elkhart,60,57.5,Medicare and Medicaid,2,1,5,3,3.66963,0.03609,86.5,0,1,0,0,5,16,53,45,8,5,5,PD
7014,105522,LEHIGH ACRES HEALTH AND REHABILITATION CENTER,1550 LEE BOULEVARD,LEHIGH ACRES,FL,33936,2393692194,Lee,128,116.8,Medicare and Medicaid,5,4,5,3,4.24155,0.10966,12.667,0,2,1,1,2,42,53,35,1,,5,PD
7015,185465,BRECKINRIDGE PLACE,170 SYKES BOULEVARD,MORGANFIELD,KY,42437,2703891133,Union,24,22.2,Medicare and Medicaid,4,3,4,5,5.7009,0.01084,26.667,0,0,0,0,2,37,45,45,6,5,4,FP
7016,235011,IOSCO CO MEDICAL CARE FACILITY,1201 HARRIS AVE,TAWAS CITY,MI,48763,9893624424,Iosco,78,68.5,Medicare and Medicaid,5,3,5,4,5.03276,0.07519,73.333,12,0,0,0,9,30,54,45,7,5,5,PD
7017,255105,DIVERSICARE OF TUPELO,2273 SOUTH EASON BOULEVARD,TUPELO,MS,38804,6628422461,Lee,120,106.3,Medicare and Medicaid,1,1,4,3,3.43195,0.04212,128.5,0,3,1,1,6,14,43,35,1,5,4,FP
7018,245455,GOOD SAMARITAN SOCIETY - JACKSON,601 WEST JACKSON,JACKSON,MN,56143,5078473100,Jackson,53,37.3,Medicare and Medicaid,5,4,5,4,3.79304,0.17635,,0,0,0,0,5,47,54,55,5,,5,PD
7019,155191,WESTMINSTER HEALTH CARE CENTER,2210 GREENTREE N,CLARKSVILLE,IN,47129,8122825911,Clark,94,69.2,Medicare and Medicaid,4,4,3,2,4.04393,0.06152,17.333,2,4,0,0,8,40,32,45,9,,3,No
7020,106085,BAY VILLAGE OF SARASOTA,8400 VAMO ROAD,SARASOTA,FL,34231,9419665611,Sarasota,95,59.7,Medicare and Medicaid,3,2,4,5,5.56232,0.06218,46.667,0,0,1,1,9,25,45,36,8,,4,No
7021,155576,MILLER'S MERRY MANOR,0548 S 100 W,HARTFORD CITY,IN,47348,7653481072,Blackford,65,51.7,Medicare and Medicaid,5,4,5,3,3.19221,0.01028,16,0,1,0,0,7,41,53,45,7,5,5,FP
7022,105358,"ST CATHERINE LABOURE MANOR, INC",1750 STOCKTON ST,JACKSONVILLE,FL,32204,9043084700,Duval,240,175,Medicare and Medicaid,2,1,5,4,3.89453,0.11585,176.333,2,8,0,0,9,18,98,35,5,5,5,FP
7023,115022,"WILLIAM BREMAN JEWISH HOME, THE",3150 HOWELL MILL ROAD N.W.,ATLANTA,GA,30327,4043518410,Fulton,96,91.2,Medicare and Medicaid,3,2,5,3,5.05031,0.09765,34.667,0,0,1,1,4,20,53,35,9,5,5,GP
7024,56496,CARLSBAD BY THE SEA,2855 CARLSBAD BLVD,CARLSBAD,CA,92008,7607204580,San Diego,33,28,Medicare and Medicaid,5,5,5,4,4.92649,0.456,13.333,0,0,0,0,7,59,76,94,6,5,5,FP
7025,195449,LAFOURCHE HOME FOR AGED & INFIRM,1002 TIGER DRIVE,THIBODAUX,LA,70301,9854472205,Lafourche,72,70.3,Medicare and Medicaid,4,4,3,2,3.773,0.03548,7.333,0,0,0,0,9,47,32,75,4,,3,PD
7026,56259,SONOMA POSTACUTE CARE,446 ARROWOOD DR,SANTA ROSA,CA,95407,7075282100,Sonoma,62,59,Medicare and Medicaid,4,3,5,2,3.55818,0,70.667,6,17,1,1,7,13,79,92,9,,5,No
7027,265742,OAKRIDGE OF PLATTSBURG,"205 E CLAY AVE, PO BOX 247",PLATTSBURG,MO,64477,8165392128,Clinton,60,56.7,Medicare and Medicaid,2,2,3,3,3.01869,0.01425,60.667,0,2,0,1,8,20,33,65,4,,3,PD
7028,115642,AZALEA HEALTH AND REHABILITATION,300 CEDAR ROAD,METTER,GA,30439,9126855734,Candler,89,71.8,Medicare and Medicaid,5,5,3,2,3.17421,0.03964,0,0,0,0,0,9,51,32,35,4,,3,PD
7029,235035,SPECTRUM HEALTH REHAB AND NURSING CENTER,4118 KALAMAZOO AVE S E,GRAND RAPIDS,MI,49508,6164867002,Kent,165,143.9,Medicare and Medicaid,4,2,5,5,4.72496,0.09749,76.667,5,14,0,0,6,27,55,45,3,5,5,No
7030,195565,CORNERSTONE AT THE RANCH,103 WEST MARTIAL AVE,LAFAYETTE,LA,70506,3372342459,Lafayette,42,27.8,Medicare and Medicaid,4,4,2,3,4.96828,0.01084,11.333,0,0,0,0,3,49,23,75,6,,2,FP
7031,95036,UNIQUE REHABILITATION AND HEALTH CENTER LLC,901 FIRST STREET NW,WASHINGTON,DC,20001,2025352011,The District,230,219.9,Medicare and Medicaid,4,3,3,5,4.13993,,76,3,1,0,0,2,31,35,20,6,,3,FP
7032,15103,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",148 TUSCALOOSA ST,MOBILE,AL,36607,2514715431,Mobile,164,139.5,Medicare and Medicaid,4,3,4,4,3.91012,0.02199,18.667,0,2,0,0,2,39,44,31,3,5,4,GP
7033,145043,CITADEL CARE CENTER-KANKAKEE,900 WEST RIVER PLACE,KANKAKEE,IL,60901,8159331711,Kankakee,107,90.7,Medicare and Medicaid,2,2,3,2,3.19936,0.04703,70,0,13,0,0,8,21,32,65,4,5,3,FP
7034,165455,ACCURA HEALTHCARE OF CARROLL,2241 NORTH WEST STREET,CARROLL,IA,51401,7127929284,Carroll,96,60.3,Medicare and Medicaid,2,1,5,3,3.21917,0.02656,70.833,0,0,0,0,7,12,53,55,5,5,5,PD
7035,225265,VERO HEALTH & REHAB OF HAMPDEN,34 MAIN STREET,HAMPDEN,MA,1036,4135665511,Hampden,100,91,Medicare and Medicaid,4,4,4,3,3.31619,0.04144,18,0,0,0,0,4,43,45,15,6,5,4,No
7036,105758,STRATFORD COURT OF PALM HARBOR,45 KATHERINE BLVD,PALM HARBOR,FL,34684,7277871500,Pinellas,60,51.4,Medicare and Medicaid,5,5,5,4,4.05904,0.08886,6.667,0,0,0,0,7,50,54,35,5,5,5,FP
7037,65282,LIFE CARE CENTER OF LONGMONT,2451 PRATT ST,LONGMONT,CO,80501,3037765000,Boulder,187,135.4,Medicare and Medicaid,5,5,5,5,4.10952,0.22726,13.333,0,0,0,0,3,51,55,82,1,5,5,No
7038,75240,GLENDALE CENTER,4 HAZEL AVE,NAUGATUCK,CT,6770,2037231456,New Haven,120,112.7,Medicare and Medicaid,3,2,2,4,3.43409,0.15184,48.667,3,8,1,1,2,24,24,62,1,5,2,PD
7039,185268,JEFFERSONTOWN REHABILITATION,3500 GOOD SAMARITAN WAY,JEFFERSONTOWN,KY,40299,5022677403,Jefferson,98,78.2,Medicare and Medicaid,2,2,2,2,3.60439,0.06369,73.333,2,2,1,1,5,26,22,45,6,,2,FP
7040,195603,BAYOU VISTA COMMUNITY CARE CENTER,323 EVERGREEN HWY,BUNKIE,LA,71322,3183462080,Avoyelles,92,48.6,Medicare and Medicaid,4,4,3,2,3.70571,0.02724,6,0,0,0,0,3,47,32,75,9,,3,PD
7041,145665,"GROVE AT THE LAKE,THE",2534 ELIM AVENUE,ZION,IL,60099,8477468435,Lake,244,162.6,Medicare and Medicaid,1,1,4,1,2.54683,0.03496,159,1,30,1,1,8,15,41,65,6,5,4,FP
7042,165305,CHARITON SPECIALTY CARE,1214 NORTH SEVENTH STREET,CHARITON,IA,50049,6417745921,Lucas,60,46.6,Medicare and Medicaid,4,4,3,2,2.7781,0.0145,10.667,0,0,0,0,6,47,32,55,3,,3,FP
7043,55408,BELLFLOWER POST ACUTE,9710 E. ARTESIA AVE,BELLFLOWER,CA,90706,5629252274,Los Angeles,59,49.2,Medicare and Medicaid,2,1,5,3,4.41861,0.05482,,4,8,2,2,5,14,53,94,8,5,5,No
7044,65367,"VILLAGE CARE AND REHABILITATION CENTER, THE",9221 WADSWORTH PKWY,WESTMINSTER,CO,80021,3034032900,Jefferson,60,52.6,Medicare and Medicaid,5,4,5,4,3.87814,0.12287,25.333,0,3,0,0,3,48,54,83,7,5,5,PD
7045,165183,MERCYONE NORTH IOWA MEDICAL SERVICES,910 NORTH EISENHOWER AVENUE,MASON CITY,IA,50401,6414287000,Cerro Gordo,22,19.6,Medicare and Medicaid,5,5,5,5,7.21374,0.32312,0,0,0,0,0,6,52,55,55,8,5,5,FP
7046,265546,GASCONADE MANOR NURSING HOME,"1910 NURSING HOME ROAD, PO BOX 520",OWENSVILLE,MO,65066,5734374101,Gasconade,79,57.9,Medicare and Medicaid,5,5,3,2,3.5023,0.04517,14.667,0,2,0,0,5,55,32,65,4,5,3,FP
7047,245429,TWEETEN LUTHERAN HEALTH CARE CENTER,125 5TH AVENUE SOUTHEAST,SPRING GROVE,MN,55974,5074983211,Houston,50,35.3,Medicare and Medicaid,2,1,5,5,4.41158,0.06783,128.667,8,0,2,2,5,14,55,55,5,5,5,GP
7048,105491,GANDY CROSSING CARE CENTER,4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,160,164.8,Medicare and Medicaid,2,2,3,2,3.93437,0.10604,38.667,0,5,1,1,8,29,32,35,9,,3,FP
7049,55562,HILLSIDE SENIOR CARE,38650 MISSION BOULEVARD,FREMONT,CA,94536,5107933000,Alameda,73,61.6,Medicare and Medicaid,5,3,5,4,4.36591,0.0674,,0,0,0,0,5,33,54,95,6,5,5,PD
7050,45173,SILVER OAKS HEALTH AND REHABILITATION,1875 OLD WIRE ROAD,CAMDEN,AR,71701,8708366831,Ouachita,104,84.8,Medicare and Medicaid,4,3,5,3,3.99752,0.04121,39.333,0,0,0,0,8,39,53,71,3,5,5,No
7051,15053,CLEBURNE COUNTY NURSING HOME,122 BROCKFORD ROAD,HEFLIN,AL,36264,2564632121,Cleburne,82,80.2,Medicare and Medicaid,5,5,4,3,4.109,0.02223,2.667,2,0,0,0,2,51,43,30,3,,4,FP
7052,235636,LAURELS OF CARSON CITY,620 NORTH SECOND STREET,CARSON CITY,MI,48811,9895846100,Montcalm,82,71.3,Medicare and Medicaid,3,2,5,3,3.83625,0.04048,105.167,13,1,1,2,9,28,53,45,3,,5,No
7053,215187,BETHESDA HEALTH AND REHABILITATION,5721 GROSVENOR LANE,BETHESDA,MD,20814,3015301600,Montgomery,200,176,Medicare and Medicaid,1,1,4,2,3.42115,0.05076,122.167,13,13,2,2,3,14,37,25,8,5,4,PD
7054,185359,ROBERTSON COUNTY HEALTH CARE FACILITY,"1030 KENTONTOWN ROAD, P O BOX 170",MOUNT OLIVET,KY,41064,6067245020,Robertson,60,54.9,Medicare and Medicaid,5,5,4,3,3.61755,0.07755,2,0,0,0,0,6,56,43,45,5,5,4,FP
7055,255230,BAPTIST MEMORIAL HOSPITAL GT,2520 5TH STREET NORTH,COLUMBUS,MS,39705,6622441000,Lowndes,23,15.4,Medicare,5,5,5,5,4.89757,0.32534,0,0,0,0,0,6,58,55,35,3,5,5,PD
7056,25A162,SHEARER-RICHARDSON MEMORIAL NURSING HOME,512 ROCKWELL DRIVE / PO BOX 420,OKOLONA,MS,38860,6624475463,Chickasaw,73,71.2,Medicaid,4,4,1,5,4.14422,0.03439,14.667,1,1,0,0,6,41,15,22,6,5,1,FP
7057,55706,THE ORCHARD - POST ACUTE CARE,12385 E. WASHINGTON BLVD,WHITTIER,CA,90606,5626937701,Los Angeles,162,149.1,Medicare and Medicaid,3,2,5,2,4.11054,0.12985,76.667,3,5,0,0,5,21,52,97,6,5,5,FP
7058,165605,KENNYBROOK VILLAGE,200 SW BROOKSIDE DRIVE,GRIMES,IA,50111,5153693900,Polk,40,38.3,Medicare and Medicaid,5,4,5,5,4.51203,0.04469,8,0,0,0,0,5,45,55,55,4,,5,No
7059,145405,BRIA OF WESTMONT,6501 SOUTH CASS,WESTMONT,IL,60559,6309602026,Du Page,215,174.1,Medicare and Medicaid,4,2,5,4,3.431,0.05602,74.667,1,15,1,1,6,24,54,65,4,5,5,GER
7060,155208,HANOVER NURSING CENTER,410 W LAGRANGE RD,HANOVER,IN,47243,8128662625,Jefferson,137,68.8,Medicare and Medicaid,1,1,2,3,3.68088,0.05942,286,9,23,2,2,8,16,23,45,2,,2,FP
7061,56114,COUNTRY VILLA EAST NURSING CENTER,2415 SOUTH WESTERN AVENUE,LOS ANGELES,CA,90018,3237341101,Los Angeles,99,90.2,Medicare and Medicaid,4,3,5,3,3.90073,0.00235,61.333,1,6,0,0,3,39,53,91,4,5,5,PD
7062,195555,SABINE RETIREMENT AND REHAB CENTER,965 FISHER ROAD,MANY,LA,71449,3185900200,Sabine,116,88.3,Medicare and Medicaid,4,5,1,2,3.62512,0.0184,3.333,0,3,0,0,3,56,12,75,5,,1,GP
7063,235589,LAKELAND CENTER (THE),26900 FRANKLIN ROAD,SOUTHFIELD,MI,48034,2483508070,Oakland,91,80.3,Medicare and Medicaid,1,1,4,3,4.50697,0.10611,336,6,21,1,2,2,15,43,45,8,,4,FP
7064,225375,PARK PLACE REHABILITATION & SKILLED CARE CENTER,113 CENTRAL AVEUNE,HYDE PARK,MA,2136,6173612388,Suffolk,53,49.3,Medicare and Medicaid,5,4,5,3,3.55659,0.01863,25.333,0,0,0,0,6,45,53,25,7,,5,PD
7065,35118,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322,9285675253,Yavapai,58,51.7,Medicare and Medicaid,3,2,5,3,3.02201,0.08958,50.667,5,1,1,1,9,20,53,81,8,,5,PD
7066,225239,ATTLEBORO HEALTHCARE,27 GEORGE STREET,ATTLEBORO,MA,2703,5082261650,Bristol,120,85.7,Medicare and Medicaid,1,1,2,3,3.05253,0.02708,360.5,2,0,1,1,5,10,23,25,3,5,2,FP
7067,75307,CHESTELM HEALTH CARE,534 TOWN ST,MOODUS,CT,6469,8608731455,Middlesex,76,70.4,Medicare and Medicaid,5,5,5,4,4.05163,0.06808,9.333,1,0,1,1,8,50,54,63,7,5,5,No
7068,145744,HERITAGE HEALTH-MINONK,201 LOCUST STREET,MINONK,IL,61760,3094322557,Woodford,49,35.9,Medicare and Medicaid,4,4,4,4,4.09071,0.02624,20.667,0,1,0,0,3,40,44,65,4,,4,PD
7069,105479,HEALTH CENTRAL PARK,411 NORTH DILLARD STREET,WINTER GARDEN,FL,34787,4072961600,Orange,118,184.7,Medicare and Medicaid,4,4,4,4,4.56484,0.07758,18.667,0,1,1,1,4,45,44,35,7,5,4,FP
7070,25A197,JNH-JAQUITH INN,3550 HIGHWAY 468 WEST-  PO BOX207/BLDG 78,WHITFIELD,MS,39193,6013518015,Rankin,58,52.1,Medicaid,4,2,5,4,,0,41.333,1,0,0,0,6,9,54,22,9,5,5,PD
7071,245450,THREE LINKS CARE CENTER,815 FOREST AVENUE,NORTHFIELD,MN,55057,5076456611,Rice,92,84,Medicare and Medicaid,5,3,5,5,4.60869,0.03911,,3,1,1,1,5,36,50,55,5,5,5,FP
7072,105389,HEARTLAND HEALTH CARE CENTER - NORTH SARASOTA,3250 12TH ST,SARASOTA,FL,34237,9413654185,Sarasota,87,67.3,Medicare and Medicaid,5,3,5,4,3.82796,0.0836,24,0,0,1,1,9,38,54,35,8,5,5,PD
7073,155490,AMBASSADOR HEALTHCARE,705 E MAIN ST,CENTERVILLE,IN,47330,7658553424,Wayne,137,120.6,Medicare and Medicaid,4,3,5,2,3.95047,,34.667,4,12,0,0,7,39,52,45,9,5,5,No
7074,175359,GOOD SAMARITAN SOCIETY - VALLEY VISTA,2011 GRANDVIEW DRIVE,WAMEGO,KS,66547,7854569482,Pottawatomie,50,46,Medicare and Medicaid,4,4,4,3,3.1522,0.00765,39.333,0,1,1,1,7,41,79,65,5,,4,No
7075,155762,FOREST PARK HEALTH CAMPUS,2401 SOUTH L ST,RICHMOND,IN,47374,7659665705,Wayne,70,52.7,Medicare and Medicaid,3,3,4,3,3.658,0.05062,29.333,0,0,0,0,7,36,43,45,6,,4,FP
7076,75349,COOK WILLOW CONVALESCENT HOSPI,81 HILLSIDE AVENUE,PLYMOUTH,CT,6782,8602838208,Litchfield,60,58.7,Medicare and Medicaid,5,4,4,5,3.87443,0.066,23.333,2,0,0,0,8,48,45,63,9,5,4,FP
7077,265285,JEFFERSON CITY MANOR CARE CENTER,1720 VIETH DR,JEFFERSON CITY,MO,65109,5736356193,Cole,102,71.2,Medicare and Medicaid,4,4,2,3,3.67054,0.06389,31.333,1,8,0,0,5,46,23,65,8,5,2,GP
7078,155128,MILLER'S AT OAK POINTE,411 N WOLF RD,COLUMBIA CITY,IN,46725,2602488141,Whitley,82,39.9,Medicare and Medicaid,5,4,5,3,3.46853,0.0378,26,0,2,0,0,2,44,53,45,8,5,5,FP
7079,215146,FT WASHINGTON HEALTH CENTER,12021 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,3012920300,Prince Georges,150,145.6,Medicare and Medicaid,5,4,5,3,3.505,0.08347,44,0,4,0,0,3,45,53,25,4,,5,PD
7080,225268,CARE ONE AT NEWTON,2101 WASHINGTON STREET,NEWTON,MA,2462,6179694660,Middlesex,202,129,Medicare and Medicaid,4,4,3,3,3.43084,,22,0,0,0,0,6,44,68,25,6,5,3,No
7081,75343,JEROME HOME,975 CORBIN AVENUE,NEW BRITAIN,CT,6052,8602293707,Hartford,94,90,Medicare and Medicaid,4,2,5,5,5.21708,0.21874,48.667,1,0,0,0,8,22,83,63,3,5,5,FP
7082,105371,ST JOHNS NURSING CENTER,3075 NW 35TH AVE,LAUDERDALE LAKES,FL,33311,9547396233,Broward,181,168.7,Medicare and Medicaid,4,2,5,4,4.24681,0.07704,50.667,0,4,0,0,9,22,54,35,7,5,5,GIM
7083,185172,TUG VALLEY ARH SKILLED NURSING FACILITY,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,6062371725,Pike,35,19.3,Medicare and Medicaid,5,5,3,5,6.77686,,3.333,0,0,0,0,6,57,35,45,7,5,3,PD
